user_id;condition;image_id;image_type;tag;rater_1;rater_2;mean_ratings
115;3;39;2;baum;2;2;2,0
115;3;39;2;beängstigend;3;3;3,0
115;3;39;2;bedrohlich;3;3;3,0
115;3;39;2;kahl;3;2;2,5
115;3;39;2;kalt;3;3;3,0
115;3;39;2;leer;3;2;2,5
115;3;39;2;öde;2;2;2,0
115;3;39;2;rot;2;2;2,0
115;3;39;2;schwarz;2;2;2,0
115;3;39;2;tod;2;2;2,0
115;3;39;2;trist;3;3;3,0
115;3;39;2;trocken;2;2;2,0
115;3;39;2;verdorrt;2;2;2,0
115;3;39;2;weiß;2;2;2,0
115;3;59;2;abstrakt;1;1;1,0
115;3;59;2;bunt;2;2;2,0
115;3;59;2;chaotisch;3;3;3,0
115;3;59;2;dekorativ;2;2;2,0
115;3;59;2;farbenfroh;2;2;2,0
115;3;59;2;farbig;2;2;2,0
115;3;59;2;kontrastreich;2;2;2,0
115;3;59;2;satt;2;2;2,0
115;3;59;2;verspielt;3;3;3,0
115;3;79;2;abstrakt;1;1;1,0
115;3;79;2;beängstigend;3;3;3,0
115;3;79;2;bedrohlich;3;3;3,0
115;3;79;2;blass;2;2;2,0
115;3;79;2;dinosaurier;2;2;2,0
115;3;79;2;dunkel;3;3;3,0
115;3;79;2;düster;3;3;3,0
115;3;79;2;plastisch;2;2;2,0
115;3;79;2;rot;1;1;1,0
115;3;79;2;skelett;2;1;1,5
115;3;79;2;trist;3;3;3,0
115;3;79;2;trüb;3;3;3,0
115;3;99;2;abstrakt;1;1;1,0
115;3;99;2;hell;3;3;3,0
115;3;99;2;idyllisch;3;2;2,5
115;3;99;2;melancholisch;3;3;3,0
115;3;99;2;sonne;2;2;2,0
115;3;99;2;sonnenuntergang;2;2;2,0
115;3;99;2;verliebt;3;3;3,0
115;3;99;2;warm;3;3;3,0
120;2;1;0;bunt;2;2;2,0
120;2;1;0;durcheinander;3;3;3,0
120;2;1;0;hektik;2;2;2,0
120;2;2;0;glücklich;2;2;2,0
120;2;2;0;regen;2;2;2,0
120;2;2;0;ruhe;3;3;3,0
120;2;2;0;verliebt;3;3;3,0
120;2;3;0;bedrohlich;3;3;3,0
120;2;4;1;abendsonne;2;2;2,0
120;2;4;1;glücklich;3;3;3,0
120;2;4;1;ruhe;3;3;3,0
120;2;4;1;urlaub;2;2;2,0
120;2;5;1;kalt;3;3;3,0
120;2;6;1;blubberblasen;2;2;2,0
120;2;6;1;mosaik;2;2;2,0
120;2;6;1;traumblasen;2;2;2,0
120;2;7;1;verliebt;3;3;3,0
120;2;7;1;vertraut;3;3;3,0
120;2;7;1;zweisamkeit;2;2;2,0
120;2;8;1;kalt;2;2;2,0
120;2;8;1;trist;3;3;3,0
120;2;8;1;winter;2;2;2,0
120;2;9;1;abend;2;2;2,0
120;2;9;1;herbst;2;2;2,0
120;2;9;1;liebe;3;3;3,0
120;2;9;1;regen;2;2;2,0
120;2;9;1;zweisamkeit;3;3;3,0
120;2;10;1;herbst;2;2;2,0
120;2;10;1;streit;2;2;2,0
120;2;10;1;verlibt;3;3;3,0
120;2;11;1;küste;2;2;2,0
120;2;11;1;rauschen;2;2;2,0
120;2;11;1;wellen;2;2;2,0
120;2;12;1;schlafen;2;2;2,0
120;2;12;1;träumen;2;2;2,0
120;2;12;1;unglücklich;3;3;3,0
120;2;13;1;sandsturm;2;2;2,0
120;2;13;1;unruhe;3;3;3,0
120;2;13;1;wüste;2;2;2,0
120;2;14;1;kunst;2;2;2,0
120;2;14;1;still;3;3;3,0
120;2;15;1;abendspaziergang;2;2;2,0
120;2;15;1;herbst;2;2;2,0
120;2;15;1;regen;2;2;2,0
120;2;16;1;frühling;2;2;2,0
120;2;16;1;pflanzen;2;2;2,0
120;2;17;1;ruhe;3;3;3,0
120;2;17;1;segeln;2;2;2,0
120;2;17;1;still;3;3;3,0
120;2;17;1;urlaub;2;2;2,0
120;2;18;1;düster;3;3;3,0
120;2;18;1;herbst;2;2;2,0
120;2;19;2;dampf;2;2;2,0
120;2;19;2;rauch;2;2;2,0
120;2;19;2;wolken;2;2;2,0
120;2;20;2;qualm;2;2;2,0
120;2;20;2;rauch;2;2;2,0
120;2;39;2;bedrohlich;3;3;3,0
120;2;39;2;düster;3;3;3,0
120;2;39;2;kahl;3;2;2,5
120;2;40;2;ei;2;2;2,0
120;2;40;2;tentakel;2;2;2,0
120;2;59;2;bunt;2;2;2,0
120;2;59;2;schleier;2;2;2,0
120;2;59;2;traum;2;2;2,0
120;2;60;2;dreck;2;2;2,0
120;2;60;2;industrie;2;2;2,0
120;2;60;2;umweltverschmutzung;2;2;2,0
120;2;79;2;flüssigkeit;2;2;2,0
120;2;79;2;luftbild;2;2;2,0
120;2;80;2;allee;2;2;2,0
120;2;80;2;einsam;3;3;3,0
120;2;80;2;herbst;2;2;2,0
120;2;99;2;außerirdische;2;2;2,0
120;2;99;2;kunst;2;2;2,0
120;2;99;2;sonne;2;2;2,0
120;2;100;2;bunt;2;2;2,0
120;2;100;2;fröhlich;3;3;3,0
120;2;100;2;rausch;2;2;2,0
123;2;1;0;geordnetes_chaos;2;2;2,0
123;2;1;0;teilung;2;2;2,0
123;2;1;0;unruhig;2;2;2,0
123;2;1;0;verwirrung;3;3;3,0
123;2;2;0;besinnlich;3;3;3,0
123;2;2;0;entspannt;3;3;3,0
123;2;2;0;ruhig;2;2;2,0
123;2;2;0;verliebt;3;3;3,0
123;2;3;0;konzentriert;2;2;2,0
123;2;3;0;ordnung;2;2;2,0
123;2;4;1;angenehm;3;3;3,0
123;2;4;1;entspannt;3;3;3,0
123;2;4;1;freizeit;2;2;2,0
123;2;4;1;urlaub;2;2;2,0
123;2;4;1;warm;3;3;3,0
123;2;5;1;angenehm;3;3;3,0
123;2;5;1;entspannt;3;3;3,0
123;2;5;1;genießen;2;2;2,0
123;2;5;1;trist;3;3;3,0
123;2;6;1;struktur;2;2;2,0
123;2;6;1;ungeordnet;2;2;2,0
123;2;6;1;unrhig;3;3;3,0
123;2;7;1;allein;3;3;3,0
123;2;7;1;einsam;3;3;3,0
123;2;7;1;freizeit;2;2;2,0
123;2;7;1;karg;2;2;2,0
123;2;7;1;sommer;2;2;2,0
123;2;7;1;trist;3;3;3,0
123;2;8;1;angenehm;3;3;3,0
123;2;8;1;entspannt;3;3;3,0
123;2;8;1;kalt;2;2;2,0
123;2;9;1;angenehm;3;3;3,0
123;2;9;1;entspannung;3;3;3,0
123;2;9;1;genießen;2;2;2,0
123;2;9;1;heldenhaft;3;2;2,5
123;2;9;1;liebe;3;3;3,0
123;2;9;1;zweisam;3;3;3,0
123;2;10;1;angenehm;3;3;3,0
123;2;10;1;entspannt;3;3;3,0
123;2;10;1;liebe;3;3;3,0
123;2;10;1;zufrieden;3;3;3,0
123;2;10;1;zweisam;3;3;3,0
123;2;11;1;gruppe;2;2;2,0
123;2;11;1;kalt;2;2;2,0
123;2;11;1;trist;3;3;3,0
123;2;11;1;unangenehm;3;3;3,0
123;2;12;1;bunt;2;2;2,0
123;2;12;1;chaotisch;3;3;3,0
123;2;12;1;entspannend;3;3;3,0
123;2;13;1;einsam;3;3;3,0
123;2;13;1;stressig;3;2;2,5
123;2;13;1;unangenehm;3;3;3,0
123;2;13;1;warm;2;2;2,0
123;2;14;1;benommen;3;3;3,0
123;2;14;1;klein;2;2;2,0
123;2;15;1;angenehm;3;3;3,0
123;2;15;1;dunkel;3;3;3,0
123;2;15;1;entspannt;3;3;3,0
123;2;15;1;genie;1;1;1,0
123;2;15;1;genießen;3;3;3,0
123;2;16;1;angenehm;3;3;3,0
123;2;16;1;entspannt;3;3;3,0
123;2;16;1;geteilt;2;2;2,0
123;2;16;1;warm;2;2;2,0
123;2;17;1;angenehm;3;3;3,0
123;2;17;1;entspannt;3;3;3,0
123;2;17;1;ruhig;3;3;3,0
123;2;17;1;verträumt;3;3;3,0
123;2;18;1;beruhigend;3;3;3,0
123;2;18;1;verträumt;3;3;3,0
123;2;18;1;warm;3;3;3,0
123;2;19;2;einsam;3;3;3,0
123;2;19;2;trist;3;3;3,0
123;2;19;2;unruhig;3;3;3,0
123;2;39;2;dunkel;3;3;3,0
123;2;39;2;traurig;3;3;3,0
123;2;39;2;wütend;3;3;3,0
123;2;59;2;bunt;2;2;2,0
123;2;59;2;geordnet;2;2;2,0
123;2;59;2;kindlich;2;2;2,0
123;2;79;2;natürlich;2;2;2,0
123;2;79;2;unordnung;2;2;2,0
123;2;79;2;unwohl;3;3;3,0
123;2;99;2;groß;2;2;2,0
123;2;99;2;warm;3;3;3,0
123;2;99;2;zweisam;3;3;3,0
125;3;1;0;düster;2;2;2,0
125;3;1;0;düster;2;2;2,0
125;3;1;0;einsam;3;3;3,0
125;3;1;0;langweilig;3;3;3,0
125;3;2;0;herbstlich;3;3;3,0
125;3;2;0;regnersich;3;3;3,0
125;3;2;0;vertraut;3;3;3,0
125;3;3;0;dunkel;2;2;2,0
125;3;4;1;idyllisch;3;3;3,0
125;3;4;1;romantisch;2;2;2,0
125;3;4;1;warm;3;3;3,0
125;3;5;1;einsam;3;3;3,0
125;3;5;1;herbstlich;3;3;3,0
125;3;7;1;idyllisch;3;3;3,0
125;3;7;1;natur;2;2;2,0
125;3;7;1;romantisch;3;3;3,0
125;3;9;1;herbstlich;3;3;3,0
125;3;9;1;kalt;2;2;2,0
125;3;9;1;naturnah;2;2;2,0
125;3;9;1;romantisch;2;2;2,0
125;3;9;1;vertraut;3;3;3,0
125;3;10;1;herbstlich;3;3;3,0
125;3;10;1;romantisch;2;2;2,0
125;3;10;1;zweisam;3;3;3,0
125;3;11;1;idyllisch;3;3;3,0
125;3;12;1;asiatisch;2;2;2,0
125;3;12;1;verträumt;3;3;3,0
125;3;13;1;einsam;3;3;3,0
125;3;13;1;warm;2;2;2,0
125;3;14;1;kalt;2;2;2,0
125;3;15;1;abgeschottet;3;3;3,0
125;3;15;1;einsam;3;3;3,0
125;3;15;1;herbstlich;3;3;3,0
125;3;15;1;regnersich;3;3;3,0
125;3;16;1;naturnah;2;2;2,0
125;3;16;1;träumerisch;3;3;3,0
125;3;16;1;warm;2;2;2,0
125;3;17;1;angenehm;3;3;3,0
125;3;17;1;romantisch;2;2;2,0
125;3;17;1;verträumt;3;3;3,0
132;4;1;0;abstrakt;1;1;1,0
132;4;1;0;dunkel;3;3;3,0
132;4;1;0;düster;2;2;2,0
132;4;1;0;herbst;2;2;2,0
132;4;1;0;herbst;2;2;2,0
132;4;1;0;unruhig;2;2;2,0
132;4;1;0;verlassen;2;2;2,0
132;4;1;0;warm;3;3;3,0
132;4;2;0;allein;2;2;2,0
132;4;2;0;liebe;3;3;3,0
132;4;2;0;paris;2;2;2,0
132;4;2;0;regen;2;2;2,0
132;4;3;0;allein;2;2;2,0
132;4;3;0;herbst;2;2;2,0
132;4;3;0;liebe;2;2;2,0
132;4;3;0;paris;2;2;2,0
132;4;3;0;regen;2;2;2,0
132;4;4;1;dämmerung;2;2;2,0
132;4;4;1;freiheit;3;3;3,0
132;4;4;1;warm;3;3;3,0
132;4;4;1;wasser;2;2;2,0
132;4;5;1;boot;2;2;2,0
132;4;5;1;braun;2;2;2,0
132;4;5;1;fluss;2;2;2,0
132;4;5;1;kalt;3;3;3,0
132;4;5;1;tümpel;2;2;2,0
132;4;5;1;wald;2;2;2,0
132;4;6;1;bunt;2;2;2,0
132;4;6;1;kalt;2;2;2,0
132;4;6;1;kreis;2;2;2,0
132;4;6;1;warm;3;3;3,0
132;4;7;1;grün;2;2;2,0
132;4;7;1;pärchen;2;2;2,0
132;4;8;1;harmonisch;3;3;3,0
132;4;8;1;kalt;2;2;2,0
132;4;8;1;regen;2;2;2,0
132;4;8;1;ruhig;3;3;3,0
132;4;8;1;warm;3;3;3,0
132;4;9;1;frei;3;3;3,0
132;4;9;1;herbst;2;2;2,0
132;4;9;1;liebe;3;3;3,0
132;4;9;1;pärchen;2;2;2,0
132;4;9;1;park;2;2;2,0
132;4;9;1;warm;2;2;2,0
132;4;10;1;bunt;3;2;2,5
132;4;10;1;frischeluft;2;2;2,0
132;4;10;1;herbst;2;2;2,0
132;4;10;1;liebe;3;3;3,0
132;4;10;1;vertraut;3;3;3,0
132;4;10;1;wald;2;2;2,0
132;4;10;1;warm;3;3;3,0
132;4;11;1;anonym;2;2;2,0
132;4;11;1;himmel;2;2;2,0
132;4;11;1;kalt;2;2;2,0
132;4;11;1;stadt;2;2;2,0
132;4;11;1;wasser;2;2;2,0
132;4;12;1;asiatisch;2;2;2,0
132;4;12;1;bunt;2;2;2,0
132;4;12;1;verspielt;3;3;3,0
132;4;13;1;sahra;2;2;2,0
132;4;13;1;sand;2;2;2,0
132;4;13;1;warm;2;2;2,0
132;4;14;1;asphalt;2;2;2,0
132;4;14;1;grau;2;2;2,0
132;4;14;1;stadt;2;2;2,0
132;4;14;1;trist;3;3;3,0
132;4;14;1;unruhig;2;2;2,0
132;4;15;1;abend;2;2;2,0
132;4;15;1;kalt;2;2;2,0
132;4;15;1;laternen;2;2;2,0
132;4;15;1;paris;2;2;2,0
132;4;15;1;park;2;2;2,0
132;4;16;1;feuer;2;2;2,0
132;4;16;1;heiß;3;2;2,5
132;4;16;1;liebe;3;3;3,0
132;4;16;1;ranke;2;2;2,0
132;4;16;1;verwurzelt;2;2;2,0
132;4;16;1;warm;2;2;2,0
132;4;17;1;boot;2;2;2,0
132;4;17;1;frei;3;3;3,0
132;4;17;1;freiheit;3;3;3,0
132;4;17;1;meer;2;2;2,0
132;4;17;1;ozean;2;2;2,0
132;4;17;1;wasser;2;2;2,0
132;4;18;1;bäume;2;2;2,0
132;4;18;1;braun;2;2;2,0
132;4;18;1;regnersich;3;3;3,0
132;4;18;1;schmutzig;2;2;2,0
132;4;18;1;verwischt;2;2;2,0
135;4;1;0;angenehm;3;3;3,0
135;4;1;0;erleuchtend;2;2;2,0
135;4;1;0;geborgenheit;3;3;3,0
135;4;1;0;harmonisch;3;3;3,0
135;4;1;0;hell;3;3;3,0
135;4;1;0;kirche;2;2;2,0
135;4;1;0;kraftvoll;3;3;3,0
135;4;1;0;mysteriös;3;3;3,0
135;4;1;0;ruhig;3;3;3,0
135;4;1;0;schön;2;2;2,0
135;4;1;0;stimmungsvoll;3;3;3,0
135;4;1;0;unruhig;2;2;2,0
135;4;1;0;zufrieden;3;3;3,0
135;4;2;0;bunt;2;2;2,0
135;4;2;0;glücklich;2;2;2,0
135;4;2;0;romantisch;2;2;2,0
135;4;2;0;verträumt;2;2;2,0
135;4;3;0;dunkel;2;2;2,0
135;4;3;0;unruhig;3;3;3,0
135;4;3;0;wild;3;2;2,5
135;4;4;1;hoffnung;3;3;3,0
135;4;4;1;positiv;3;3;3,0
135;4;4;1;romantisch;2;2;2,0
135;4;4;1;verliebt;3;3;3,0
135;4;4;1;verträumt;3;3;3,0
135;4;5;1;düster;3;3;3,0
135;4;5;1;gruselig;3;3;3,0
135;4;5;1;idyllisch;3;3;3,0
135;4;5;1;kontrast;2;2;2,0
135;4;5;1;schauerlich;3;3;3,0
135;4;6;1;bunt;3;2;2,5
135;4;6;1;geheimnisvoll;3;3;3,0
135;4;6;1;orientalisch;2;1;1,5
135;4;6;1;positiv;3;3;3,0
135;4;7;1;hoffnung;3;3;3,0
135;4;7;1;krank;2;2;2,0
135;4;7;1;negativ;3;3;3,0
135;4;7;1;traurig;3;3;3,0
135;4;8;1;bunt;2;2;2,0
135;4;8;1;düster;3;3;3,0
135;4;8;1;geheimnisvoll;3;3;3,0
135;4;8;1;intensiv;3;3;3,0
135;4;8;1;interessant;3;3;3,0
135;4;8;1;stimmungsvoll;3;3;3,0
135;4;8;1;verschleiert;3;2;2,5
135;4;9;1;positiv;3;3;3,0
135;4;9;1;romantisch;2;2;2,0
135;4;9;1;verliebt;3;3;3,0
135;4;10;1;geheimnisvoll;3;3;3,0
135;4;10;1;hoffnung;3;3;3,0
135;4;10;1;kontrast;2;2;2,0
135;4;10;1;romantisch;2;2;2,0
135;4;10;1;schauerlich;3;3;3,0
135;4;11;1;langweilig;3;3;3,0
135;4;11;1;neutral;3;2;2,5
135;4;11;1;ruhig;3;3;3,0
135;4;12;1;bunt;2;2;2,0
135;4;12;1;entspannt;3;3;3,0
135;4;12;1;geheimnisvoll;3;3;3,0
135;4;12;1;interessant;3;3;3,0
135;4;12;1;romantisch;3;3;3,0
135;4;12;1;stimmungsvoll;2;2;2,0
135;4;12;1;unterhaltsam;3;2;2,5
135;4;13;1;harmonisch;3;3;3,0
135;4;13;1;orientalisch;2;2;2,0
135;4;13;1;positiv;3;3;3,0
135;4;13;1;sensibel;2;1;1,5
135;4;13;1;tiefgründig;3;3;3,0
135;4;13;1;verträumt;3;3;3,0
135;4;14;1;abstrakt;2;2;2,0
135;4;14;1;hoffnungslos;3;3;3,0
135;4;14;1;langweilig;3;3;3,0
135;4;14;1;trist;3;3;3,0
135;4;15;1;beruhigend;3;3;3,0
135;4;15;1;lebendig;3;2;2,5
135;4;15;1;regnersich;3;3;3,0
135;4;15;1;romantisch;3;3;3,0
135;4;15;1;verliebt;3;3;3,0
135;4;15;1;verträumt;3;3;3,0
135;4;16;1;geheimnisvoll;3;2;2,5
135;4;16;1;leidenschaftlich;3;3;3,0
135;4;16;1;ruhig;3;3;3,0
135;4;16;1;warm;2;2;2,0
135;4;17;1;beruhigend;3;3;3,0
135;4;17;1;positiv;3;3;3,0
135;4;17;1;positiv;3;3;3,0
135;4;17;1;romantisch;2;2;2,0
135;4;17;1;verträumt;3;3;3,0
135;4;18;1;beruhigend;3;3;3,0
135;4;18;1;entspannt;3;3;3,0
135;4;18;1;herbstlich;3;3;3,0
135;4;18;1;idyllisch;3;3;3,0
135;4;18;1;romantisch;3;3;3,0
135;4;18;1;warm;3;3;3,0
135;4;19;2;blind;2;2;2,0
135;4;19;2;schwierig;2;1;1,5
135;4;19;2;unheimlich;3;3;3,0
135;4;19;2;unklar;3;2;2,5
135;4;19;2;wehmütig;3;3;3,0
135;4;39;2;düster;3;3;3,0
135;4;39;2;gefährlich;3;3;3,0
135;4;39;2;intensiv;3;3;3,0
135;4;39;2;rätselhaft;3;3;3,0
135;4;39;2;übersinnlich;3;2;2,5
135;4;39;2;unergrundbar;2;2;2,0
135;4;39;2;unruhig;3;3;3,0
135;4;59;2;bunt;2;2;2,0
135;4;59;2;positiv;3;3;3,0
135;4;59;2;unklar;2;2;2,0
135;4;59;2;verschwommen;2;2;2,0
135;4;59;2;warm;3;3;3,0
135;4;99;2;abstrakt;1;1;1,0
135;4;99;2;feinfühlig;2;2;2,0
135;4;99;2;positiv;3;3;3,0
135;4;99;2;verträumt;3;3;3,0
135;4;99;2;warm;3;3;3,0
146;1;1;0;düster;2;2;2,0
146;1;1;0;unruhig;2;2;2,0
146;1;1;0;verlassen;2;2;2,0
146;1;2;0;glücklich;2;2;2,0
146;1;2;0;ruhig;2;2;2,0
146;1;2;0;verträumt;2;2;2,0
146;1;3;0;dunkel;2;2;2,0
146;1;3;0;trist;2;2;2,0
146;1;3;0;warm;2;2;2,0
146;1;4;1;lau;2;2;2,0
146;1;4;1;ruhig;3;3;3,0
146;1;4;1;warm;3;3;3,0
146;1;5;1;blutig;2;2;2,0
146;1;5;1;herbstlich;3;3;3,0
146;1;5;1;negativ;3;3;3,0
146;1;6;1;neutral;3;2;2,5
146;1;7;1;distanziert;1;1;1,0
146;1;7;1;trist;3;3;3,0
146;1;7;1;unruhig;3;3;3,0
146;1;8;1;neutral;3;2;2,5
146;1;8;1;warm;3;3;3,0
146;1;9;1;gemütlich;3;3;3,0
146;1;9;1;herbstlich;3;3;3,0
146;1;9;1;warm;2;2;2,0
146;1;10;1;gemütlich;3;3;3,0
146;1;10;1;herbstlich;3;3;3,0
146;1;10;1;kühl;3;3;3,0
146;1;11;1;gemütlich;3;3;3,0
146;1;11;1;kühl;3;3;3,0
146;1;11;1;unruhig;3;3;3,0
146;1;12;1;freundlich;3;3;3,0
146;1;12;1;gut;3;2;2,5
146;1;13;1;einsam;3;3;3,0
146;1;13;1;sonnig;2;2;2,0
146;1;13;1;warm;2;2;2,0
146;1;14;1;kalt;2;2;2,0
146;1;14;1;trist;3;3;3,0
146;1;14;1;unruhig;2;2;2,0
146;1;15;1;dunkel;3;3;3,0
146;1;15;1;regnerig;3;3;3,0
146;1;15;1;verlassen;3;3;3,0
146;1;16;1;chaotisch;3;3;3,0
146;1;16;1;geordnet;2;2;2,0
146;1;16;1;ruhig;3;3;3,0
146;1;17;1;lau;2;2;2,0
146;1;17;1;ruhig;3;3;3,0
146;1;17;1;warm;2;2;2,0
146;1;18;1;neutral;3;2;2,5
146;1;18;1;warm;3;3;3,0
151;3;1;0;düster;2;2;2,0
151;3;1;0;düster;2;2;2,0
151;3;1;0;unruhig;2;2;2,0
151;3;1;0;unruhig;2;2;2,0
151;3;1;0;verlassen;2;2;2,0
151;3;1;0;verlassen;2;2;2,0
151;3;2;0;bunt;2;2;2,0
151;3;2;0;glücklich;2;2;2,0
151;3;2;0;ruhig;2;2;2,0
151;3;2;0;verträumt;2;2;2,0
151;3;3;0;dunkel;2;2;2,0
151;3;3;0;flach;2;2;2,0
151;3;3;0;kahl;2;2;2,0
151;3;3;0;stumpf;2;2;2,0
151;3;4;1;aufbrausend;3;2;2,5
151;3;4;1;aufbruch;2;2;2,0
151;3;4;1;bunt;2;2;2,0
151;3;4;1;ruhig;3;3;3,0
151;3;5;1;unruhig;3;3;3,0
151;3;5;1;verblüffend;2;2;2,0
151;3;6;1;beunruhigend;3;3;3,0
151;3;6;1;verblasst;2;2;2,0
151;3;6;1;verschwommen;2;2;2,0
151;3;6;1;verwaschen;2;2;2,0
151;3;7;1;beruhigend;3;3;3,0
151;3;7;1;gechillt;3;3;3,0
151;3;7;1;grün;2;2;2,0
151;3;7;1;schläfrig;3;3;3,0
151;3;8;1;düster;3;3;3,0
151;3;8;1;fesselnd;3;3;3,0
151;3;8;1;unruhig;3;3;3,0
151;3;9;1;bunt;2;2;2,0
151;3;9;1;fröhlich;3;3;3,0
151;3;9;1;lebendig;3;3;3,0
151;3;9;1;regen;2;2;2,0
151;3;9;1;verträumt;3;3;3,0
151;3;10;1;bunt;2;2;2,0
151;3;10;1;träumerisch;3;3;3,0
151;3;10;1;verspielt;3;3;3,0
151;3;11;1;blau;2;2;2,0
151;3;11;1;ruhig;3;3;3,0
151;3;11;1;still;3;3;3,0
151;3;12;1;anregend;3;3;3,0
151;3;12;1;bunt;2;2;2,0
151;3;12;1;freundlich;3;3;3,0
151;3;12;1;träumerisch;3;3;3,0
151;3;13;1;geradlinig;2;2;2,0
151;3;13;1;offen;2;2;2,0
151;3;13;1;starr;2;2;2,0
151;3;13;1;weitläufig;2;2;2,0
151;3;14;1;kahl;3;2;2,5
151;3;14;1;steril;2;2;2,0
151;3;14;1;unwirklich;3;3;3,0
151;3;15;1;bunt;2;2;2,0
151;3;15;1;offen;2;2;2,0
151;3;15;1;regen;2;2;2,0
151;3;15;1;verträumt;3;3;3,0
151;3;16;1;aggressiv;3;3;3,0
151;3;16;1;düster;3;3;3,0
151;3;16;1;rot;2;2;2,0
151;3;17;1;aufbruch;2;2;2,0
151;3;17;1;blau;2;2;2,0
151;3;17;1;bunt;2;2;2,0
151;3;17;1;ruhig;3;3;3,0
151;3;17;1;tiefe;2;2;2,0
151;3;18;1;aufwühlend;3;3;3,0
151;3;18;1;beengend;3;3;3,0
151;3;18;1;platt;2;1;1,5
151;3;18;1;verstörend;3;3;3,0
155;4;1;0;ar;1;1;1,0
155;4;1;0;bal;1;1;1,0
155;4;1;0;bal;1;1;1,0
155;4;1;0;balkf;1;1;1,0
155;4;1;0;beschützt;3;3;3,0
155;4;1;0;dfa;1;1;1,0
155;4;1;0;e;1;1;1,0
155;4;1;0;e;1;1;1,0
155;4;1;0;fe;1;1;1,0
155;4;1;0;freiheit;2;3;2,5
155;4;1;0;heilig;2;2;2,0
155;4;1;0;hoffnung;3;3;3,0
155;4;1;0;hoffnungsvoll;3;3;3,0
155;4;1;0;kirchlich;2;2;2,0
155;4;1;0;leben;3;3;3,0
155;4;1;0;leicht;2;2;2,0
155;4;1;0;saf;1;1;1,0
155;4;1;0;sd;1;1;1,0
155;4;1;0;sdlf;1;1;1,0
155;4;1;0;see;1;1;1,0
155;4;1;0;sonnig;2;3;2,5
155;4;1;0;warm;3;3;3,0
155;4;2;0;kalt;2;2;2,0
155;4;2;0;ruhig;2;2;2,0
155;4;3;0;dunkel;2;2;2,0
155;4;3;0;einsam;3;3;3,0
155;4;3;0;schmerzhaft;3;3;3,0
155;4;4;1;abendstimmung;3;3;3,0
155;4;4;1;abendteuer;2;2;2,0
155;4;4;1;aufregend;3;3;3,0
155;4;4;1;entspannung;3;3;3,0
155;4;4;1;erlebnisse;2;2;2,0
155;4;4;1;friedvoll;3;3;3,0
155;4;4;1;gemeinschaft;2;2;2,0
155;4;4;1;ruhig;3;3;3,0
155;4;4;1;warm;3;3;3,0
155;4;4;1;zusammenhalt;2;2;2,0
155;4;5;1;allein;2;2;2,0
155;4;5;1;ängstlich;3;3;3,0
155;4;5;1;düster;3;3;3,0
155;4;5;1;fortschritt;2;2;2,0
155;4;5;1;verlassen;3;3;3,0
155;4;5;1;zwiegespalten;2;2;2,0
155;4;6;1;entspannung;3;3;3,0
155;4;6;1;holz;2;2;2,0
155;4;6;1;natur;2;2;2,0
155;4;6;1;regelmäßigkeit;2;2;2,0
155;4;6;1;vorhersehbarkeit;2;2;2,0
155;4;7;1;beängstigend;3;3;3,0
155;4;8;1;ausgrenzung;2;2;2,0
155;4;8;1;dreckig;2;2;2,0
155;4;8;1;geheimnisse;2;2;2,0
155;4;8;1;kalt;2;2;2,0
155;4;8;1;regen;2;2;2,0
155;4;8;1;schnee;2;2;2,0
155;4;8;1;sichtbarkeit;2;2;2,0
155;4;8;1;traumhaft;3;3;3,0
155;4;8;1;unklarheit;2;2;2,0
155;4;8;1;vergangenheit;2;2;2,0
155;4;8;1;verlassen;3;3;3,0
155;4;8;1;versteckt;2;2;2,0
155;4;9;1;bunt;2;2;2,0
155;4;9;1;fröhlich;3;3;3,0
155;4;9;1;hell;3;3;3,0
155;4;9;1;nass;2;2;2,0
155;4;9;1;romantisch;2;2;2,0
155;4;9;1;unternehmunslustig;3;3;3,0
155;4;10;1;entspannung;3;3;3,0
155;4;10;1;geborgenheit;3;3;3,0
155;4;10;1;gemeinschaft;3;2;2,5
155;4;10;1;hoffnungsvoll;3;3;3,0
155;4;10;1;natur;2;2;2,0
155;4;10;1;romantisch;2;2;2,0
155;4;10;1;ruhig;3;3;3,0
155;4;10;1;warm;3;3;3,0
155;4;10;1;zusammenhalt;2;3;2,5
155;4;10;1;zweisamkeit;2;2;2,0
155;4;11;1;düster;3;3;3,0
155;4;11;1;gemeinschaft;2;2;2,0
155;4;11;1;kalt;2;2;2,0
155;4;12;1;allein;3;3;3,0
155;4;12;1;asiatisch;2;2;2,0
155;4;12;1;entspannung;3;3;3,0
155;4;12;1;kühl;3;3;3,0
155;4;12;1;nachdenklich;3;3;3,0
155;4;12;1;natur;2;2;2,0
155;4;12;1;schlafen;2;2;2,0
155;4;12;1;schönheit;2;2;2,0
155;4;12;1;selbstverwirklichung;2;2;2,0
155;4;12;1;träumen;2;2;2,0
155;4;12;1;traurig;3;3;3,0
155;4;12;1;vielfältig;2;2;2,0
155;4;13;1;allein;3;3;3,0
155;4;13;1;einsam;3;3;3,0
155;4;13;1;ende;2;2;2,0
155;4;13;1;hoffnungsvoll;3;3;3,0
155;4;13;1;leer;2;2;2,0
155;4;13;1;neuanfang;2;2;2,0
155;4;13;1;schatten;2;2;2,0
155;4;13;1;vergangenheit;2;1;1,5
155;4;13;1;warm;2;2;2,0
155;4;14;1;abgewandt;2;1;1,5
