uid;iid;tag;rating1;rating2
2681;15;ruhe;3;3
2681;15;nachdenken;2;3
2681;15;nass;2;2
2681;15;melancholisch;3;3
2681;15;traurig;3;3
2681;15;einsam;3;3
2681;15;laufen;2;2
2681;15;nachdenklich;3;3
2681;15;langertag;1;2
2681;15;nacht;2;2
2681;15;dunkel;3;3
2681;15;lichter;2;2
2681;15;lazternen;2;2
2681;15;geräusche;1;2
2681;15;stadt;2;2
2681;16;wiese;2;2
2681;16;dämmerung;2;2
2681;16;leben;2;2
2681;16;zirpen;1;2
2681;16;kühl;3;3
2681;16;frühling;2;2
2681;16;insekten;1;2
2681;16;grillen;2;2
2681;16;natur;2;2
2681;16;luft;2;2
2681;17;segeln;2;2
2681;17;meer;2;2
2681;17;alleine;2;3
2681;17;melancholisch;3;3
2681;17;wasser;2;2
2681;17;endlos;3;2
2681;17;ruhig;3;3
2681;17;spannung;3;3
2681;17;schwanken;2;2
2681;17;plätschern;2;2
2681;17;wellen;2;2
2681;17;fische;1;2
2681;17;reise;2;2
2681;18;bäume;2;2
2681;18;wald;2;2
2681;18;lichtung;2;2
2681;18;radfahren;1;2
2681;18;natur;2;2
2681;18;vögel;1;2
2681;18;teich;2;2
2681;18;see;2;2
2681;18;weiher;2;2
2681;18;grün;2;2
2681;18;guteluft;1;1
2681;18;draußen;2;2
2681;18;sommer;2;2
2761;1;abstrakt;1;1
2781;1;unruhig;3;3
2781;1;chaotisch;3;3
2781;2;romantisch;3;3
2781;2;entspannt;3;3
2781;2;verträumt;3;3
2781;4;romantisch;3;3
2781;4;entspannt;3;3
2781;7;entspannt;3;3
2781;7;ruhig;3;3
2781;7;angenehm;3;3
2781;8;traurig;3;3
2781;9;herbstlich;3;3
2781;10;traurig;3;3
2781;10;düster;3;3
2781;12;bunt;3;2
2781;12;inspirierend;3;3
2781;14;unruhig;3;3
2781;15;romantisch;3;3
2781;15;entspannt;3;3
2781;16;entspannend;3;3
2781;16;beruhigend;3;3
2781;17;romantisch;3;3
2781;17;entspannend;3;3
2801;1;sonnig;2;3
2801;1;ruhig;3;3
2801;1;beruhigend;3;3
2801;1;entspannend;3;3
2801;1;hell;3;3
2801;2;kalt;2;2
2801;2;frostig;3;2
2801;2;regnerisch;3;3
2801;2;kühl;2;2
2801;2;entspannt;3;3
2801;2;erholsam;3;3
2801;2;farbig;2;2
2801;2;fröhlich;3;3
2801;2;feucht;2;2
2801;2;nass;2;2
2801;2;geliebt;3;3
2801;2;verträumt;3;3
2801;2;glücklich;3;3
2801;2;ruhig;3;3
2801;2;beruhigend;3;3
2801;4;salzig;2;2
2801;4;sonnig;2;2
2801;4;beruhigend;3;3
2801;4;kühl;3;3
2801;4;kalt;3;3
2801;4;nass;2;2
2801;4;feucht;2;2
2801;4;glücklich;3;3
2801;4;beruhigt;3;3
2801;4;ruhig;3;3
2801;4;verträumt;3;3
2801;5;grün;2;2
2801;6;farbig;2;2
2801;6;warm;3;3
2801;6;kalt;3;3
2801;6;kühl;3;3
2801;6;ekelerregend;3;3
2801;6;angeekelt;3;3
2801;6;übel;2;2
2801;7;beklemmend;3;3
2801;7;beunruhigend;3;3
2801;7;ängstlich;3;3
2801;7;angewidert;3;3
2801;7;angeekelt;3;3
2801;7;eklig;2;2
2801;8;beklemmend;3;3
2801;8;beunruhigend;3;3
2801;8;ruhig;3;3
2801;8;kalt;3;3
2801;8;kühl;3;3
2801;8;kahl;3;2
2801;8;nass;2;2
2801;8;frisch;2;2
2801;8;dreckig;2;2
2801;8;unwohl;3;3
2801;9;regnerisch;3;3
2801;9;kalt;2;2
2801;9;kühl;3;3
2801;9;nass;2;2
2801;9;feucht;2;2
2801;9;glücklich;3;3
2801;9;duftend;2;2
2801;10;einsam;3;3
2801;10;kalt;3;3
2801;10;kühl;3;3
2801;10;nass;2;2
2801;10;feucht;2;2
2801;10;regnerisch;2;3
2801;10;angenehm;3;3
2801;10;glücklich;3;3
2801;10;überglücklich;3;3
2801;10;glückseelig;3;3
2801;10;erfreut;3;3
2801;11;kalt;3;3
2801;11;kühl;3;3
2801;11;frostig;3;3
2801;11;erfreut;3;3
2801;11;weiß;1;1
2801;11;glücklich;3;3
2801;11;traurig;3;3
2801;11;frisch;2;3
2801;12;asiatisch;2;2
2801;12;bildschön;2;2
2801;12;künstlerisch;2;2
2801;12;bunt;3;2
2801;12;farbig;2;2
2801;12;extravagant;2;3
2801;12;schön;3;3
2801;12;hübsch;2;2
2801;12;ruhig;3;3
2801;12;beruhigend;3;3
2801;12;beruhigt;3;3
2801;13;warm;3;3
2801;13;sonnig;2;2
2801;13;windig;1;2
2801;13;wärmend;2;3
2801;14;abstrakt;2;2
2801;14;kalt;3;3
2801;14;eisig;2;3
2801;14;kühl;3;3
2801;14;weiß;1;1
2801;14;hell;3;3
2801;14;ruhig;3;3
2801;14;beklemmend;3;3
2801;15;nass;2;2
2801;15;feucht;2;2
2801;15;ruhig;3;3
2801;15;beruhigend;3;3
2801;15;beruhigt;3;3
2801;15;regnerisch;3;3
2801;15;kühl;2;2
2801;15;kalt;3;3
2801;15;frostig;3;2
2801;15;gemütlich;3;3
2801;15;glücklich;3;3
2801;16;rot;2;2
2801;16;bunt;2;2
2801;16;ruhig;3;3
2801;17;sommerlich;2;2
2801;17;warm;3;3
2801;17;kühl;2;2
2801;17;wärmend;3;3
2801;17;ruhig;3;3
2801;17;entspannend;3;3
2801;17;salzig;2;2
2801;18;beklemmend;3;3
2801;18;unangenehm;3;3
2801;18;beunruhigend;3;3
2801;18;traurig;3;3
2801;18;braun;2;2
2801;18;gedankenverloren;3;3
2801;18;nachdenkend;3;3
2871;1;abandoned;1;1
2871;2;amazing;1;1
2871;2;rainy;1;1
2871;2;beautiful;1;1
2871;2;nostlgic;1;1
2871;4;missing;1;1
2871;4;happy;1;1
2871;4;lookingforward;1;1
2871;5;happy;1;1
2871;5;calm;1;1
2871;5;going;1;1
2871;6;attention;1;1
2871;6;to;1;1
2871;6;detail;1;1
2871;7;lonely;1;1
2871;8;happy;1;1
2871;8;calm;1;1
2871;8;therapatic;1;1
2871;9;loved;1;1
2871;9;complete;1;1
2871;9;happy;1;1
2871;10;calm;1;1
2871;11;confident;1;1
2871;11;clear;1;1
2871;11;imaginative;1;1
2871;12;ethnic;1;1
2871;12;culturala;1;1
2871;13;guilt;1;1
2871;13;sad;1;1
2871;13;angry;1;1
2871;14;unclear;1;1
2871;14;void;1;1
2871;14;empty;1;1
2871;14;blured;1;1
2871;15;raniy;1;1
2871;15;cold;1;1
2871;15;cozy;1;1
2871;15;beautiful;1;1
2871;16;artistic;1;1
2871;16;leaves;1;1
2871;16;potrait;1;1
2871;16;painting;1;1
2871;16;calm;1;1
2871;17;happy;1;1
2871;17;soothing;1;1
2871;18;reflecting;1;1
2881;1;fröhlich;3;3
2881;1;grün;1;1
2881;1;ruhig;3;3
2881;2;herbstlich;3;3
2881;2;trist;3;3
2881;2;kalt;2;2
2881;4;kalt;3;3
2881;4;windig;2;1
2881;4;frisch;2;2
2881;4;romantisch;3;3
2881;4;ruhig;3;3
2881;5;ruhig;3;3
2881;5;kalt;3;3
2881;5;erdig;2;2
2881;5;feucht;2;2
2881;5;grün;2;2
2881;5;waldig;2;2
2881;6;dynamisch;3;3
2881;6;chaotisch;3;3
2881;6;abtrakt;2;2
2881;6;laut;2;3
2881;6;mechanisch;2;2
2881;7;naturbezogen;2;3
2881;7;ruhig;3;3
2881;7;grün;2;2
2881;7;starr;2;3
2881;7;sexuell;3;3
2881;8;kalt;3;3
2881;8;chaotisch;3;3
2881;8;verworren;3;3
2881;9;nass;2;2
2881;9;romantisch;3;3
2881;9;ruhig;3;3
2881;10;romantisch;3;3
2881;10;intim;3;2
2881;10;herbstlich;3;3
2881;10;geborgen;3;3
2881;11;dynamisch;3;3
2881;11;kalt;3;3
2881;11;chaotisch;3;3
2881;12;elegant;3;2
2881;12;extravagant;2;3
2881;12;feminin;2;2
2881;12;hübsch;2;2
2881;12;fröhlich;3;3
2881;13;einsam;3;3
2881;13;warm;3;3
2881;13;trocken;2;2
2881;13;still;3;3
2881;14;chaotisch;3;3
2881;14;abstrakt;2;2
2881;14;hell;3;3
2881;14;friedlich;3;3
2881;14;verworren;3;3
2881;14;verschwommen;2;2
2881;15;einsam;3;3
2881;15;kalt;3;3
2881;15;ruhig;3;3
2881;15;nass;2;2
2881;16;romantisch;3;3
2881;16;ruhig;3;3
2881;16;feminin;3;2
2881;16;elegant;2;3
2881;17;still;3;3
2881;17;kühl;2;2
2881;17;windig;2;2
2881;17;frei;3;3
2881;17;einsam;3;3
2881;17;abenteurlustig;3;3
2881;17;ruhig;3;3
2881;17;mutig;3;3
2881;18;erdig;2;2
2881;18;naturbezogen;2;3
2881;18;still;3;3
2881;18;verworren;3;3
2881;18;friedlich;3;3
2921;1;Wald;2;2
2921;1;Gelb;2;2
2921;1;Dämmerung;2;2
2921;1;Ruhe;3;3
2921;1;Verlassen;3;3
2921;1;Grün;1;1
2921;1;Bäume;2;2
2921;2;Park;2;2
2921;2;Abend;3;3
2921;2;Farben;1;2
2921;2;Dämmerung;2;2
2921;2;Menschen;2;2
2921;2;Spaziergang;2;2
2921;2;Lichter;2;2
2921;2;Laternen;2;2
2921;4;Schiff;2;2
2921;4;Hafen;2;2
2921;4;Himmel;2;2
2921;4;Meer;2;2
2921;4;Insel;2;2
2921;4;Dämmerung;2;2
2921;5;Wald;2;2
2921;5;Herbst;2;2
2921;5;Blätter;2;2
2921;5;Ruhig;3;3
2921;5;Natur;2;2
2921;6;Bunt;2;2
2921;6;Blatt;2;2
2921;6;Zellen;2;2
2921;6;natürlich;2;2
2921;6;Kreise;2;2
2921;7;Menschen;2;2
2921;7;Grün;2;2
2921;7;Blätter;2;2
2921;7;Natur;2;2
2921;7;Ruhig;3;3
2921;8;Blumen;2;1
2921;8;Farben;2;2
2921;8;Verlauf;2;2
2921;9;Herbst;2;2
2921;9;Park;2;2
2921;9;Menschen;2;2
2921;9;Pärchen;2;2
2921;9;Spaziergang;2;2
2921;9;Natur;2;2
2921;10;Pärchen;2;2
2921;10;Wald;2;2
2921;10;Natur;2;2
2921;10;Herbst;2;2
2921;10;Spaziergang;2;2
2921;10;Bunt;3;2
2921;10;ruhig;3;3
2921;10;verträumt;3;3
2921;11;Häuser;2;2
2921;11;Landschaft;2;2
2921;11;Himmel;2;2
2921;11;Wolken;2;2
2921;13;Landschaft;2;2
2921;13;Sand;2;2
2921;13;Wüste;2;2
2921;14;leer;2;2
2921;14;Ausstellung;2;2
2921;14;Museum;2;2
2921;15;Abend;2;2
2921;15;Park;2;2
2921;15;Dämmerung;2;2
2921;15;Lichter;2;2
2921;15;Straße;2;2
2921;15;Bäume;2;2
2921;16;Schwarz;2;2
2921;16;Weiß;2;2
2921;16;Rot;2;2
2921;16;Pflanzen;2;2
2921;16;Floral;2;2
2921;17;Wolken;2;2
2921;17;Himmel;2;2
2921;17;Dämmerung;2;2
2921;17;Meer;2;2
2921;17;Schiff;2;2
2921;17;Segelboot;2;2
2921;17;Abend;2;2
2921;17;Ruhe;3;3
2921;18;Spiegelung;2;2
2921;18;Bäume;2;2
2931;2;kein;1;1
2931;2;bild;1;1
2931;2;zu;1;1
2931;2;sehen;1;1
2931;2;ggewesen;1;1
2931;4;abend;2;2
2931;4;sonnenuntergang;2;2
2931;4;ruhig;3;3
2931;4;still;3;3
2931;4;schiff;2;2
2931;4;boot;2;2
2931;4;mast;2;2
2931;4;segel;2;2
2931;4;sonne;2;2
2931;4;verträumt;3;3
2931;4;bunt;2;2
2931;4;rot;2;2
2931;4;gold;2;2
2931;4;wasser;2;2
2931;4;meer;2;2
2931;4;steg;2;2
2931;4;abendstimmung;3;3
2931;4;himmel;2;2
2931;5;bäume;2;2
2931;5;kahl;2;2
2931;5;wiese;2;2
2931;5;grün;2;2
2931;5;bunt;2;2
2931;5;schwarz;2;1
2931;5;weiß;1;1
2931;5;braun;2;2
2931;5;papierboot;2;2
2931;5;landschaft;2;2
2931;6;blasen;2;2
2931;6;petrischale;2;2
2931;6;mikroskop;2;2
2931;6;forschen;2;2
2931;6;krankheit;2;2
2931;6;bunt;2;2
2931;6;rung;1;1
2931;6;formen;2;2
2931;7;sommer;2;2
2931;7;wiese;2;2
2931;7;grün;2;2
2931;7;blumen;2;2
2931;7;entspannung;3;3
2931;7;menschen;2;2
2931;7;personen;2;2
2931;7;leute;2;2
2931;7;zwei;2;2
2931;7;liebende;2;3
2931;7;pärchen;2;2
2931;7;liegen;2;2
2931;7;sitzen;2;2
2931;7;unterhalten;2;2
2931;7;träumen;2;2
2931;7;vertrauen;3;3
2931;8;bunt;2;2
2931;8;glitter;2;2
2931;8;regen;2;2
2931;8;streifen;2;1
2931;8;sterne;2;2
2931;8;punkte;2;2
2931;8;flecken;2;2
2931;8;altmodisch;2;2
2931;8;out;1;1
2931;9;laternen;2;2
2931;9;weg;2;2
2931;9;allee;2;2
2931;9;bäume;2;2
2931;9;lichter;2;2
2931;9;lampen;2;2
2931;9;menschen;2;2
2931;9;leute;2;2
2931;9;personen;2;2
2931;9;zwei;2;2
2931;9;regenschirm;2;2
2931;9;nass;2;2
2931;9;kalt;2;2
2931;9;regen;2;2
2931;9;herbst;2;2
2931;9;laub;2;2
2931;9;blätter;2;2
2931;9;laufen;2;2
2931;9;reden;2;2
2931;10;herbst;2;2
2931;10;laub;2;2
2931;10;regen;2;2
2931;10;traurig;3;3
2931;10;menschen;2;2
2931;10;personen;2;2
2931;10;leute;2;2
2931;10;spaziergang;2;2
2931;10;kalt;3;3
2931;10;bunt;3;2
2931;10;blätter;2;2
2931;10;orange;2;2
2931;10;schwarz;2;2
2931;11;häuser;2;2
2931;11;himmel;2;2
2931;11;meer;2;2
2931;11;fluss;2;2
2931;11;bunt;2;2
2931;11;ufer;2;2
2931;11;rot;2;2
2931;11;blau;2;2
2931;11;wolken;2;2
2931;11;wellen;2;2
2931;11;untergang;2;2
2931;11;norwegen;2;2
2931;12;geisha;2;2
2931;12;bunt;3;2
2931;12;nerd;1;1
2931;12;haare;2;2
2931;12;frau;2;2
2931;12;schwarz;2;2
2931;12;china;2;2
2931;12;japan;2;2
2931;12;asien;2;2
2931;12;directions;1;1
2931;12;haarfarbe;1;2
2931;12;anders;1;2
2931;12;altmodisch;2;2
2931;12;grün;2;2
2931;13;gestalt;2;2
2931;13;scheme;2;1
2931;13;sonnenuntergang;2;2
2931;13;strand;2;2
2931;13;sand;2;2
2931;13;wüste;2;2
2931;13;schatten;2;2
2931;13;bunt;2;2
2931;13;afrika;2;2
2931;13;sonne;2;2
2931;13;meer;2;2
2931;13;streifen;2;2
2931;13;horizont;2;2
2931;13;linien;2;2
2931;13;person;2;2
2931;13;mensch;2;2
2931;13;warten;2;2
2931;13;sonnig;2;2
2931;13;verträumt;3;3
2931;13;ruhig;3;3
2931;13;still;3;3
2931;14;formen;1;1
2931;14;grau;2;2
2931;14;bunt;1;2
2931;14;streifen;2;2
2931;14;striche;2;2
2931;14;linien;2;2
2931;14;stalakmiten;2;2
2931;14;wand;2;2
2931;14;trüb;3;3
2931;14;traurig;3;3
2931;14;depressiv;3;3
2931;14;langweilig;3;3
2931;14;uninteressant;3;3
2931;14;wirr;2;3
2931;14;durcheinander;2;3
2931;14;unstrukturiert;2;2
2931;15;abend;2;2
2931;15;regen;2;2
2931;15;regenschirm;2;2
2931;15;menschen;2;2
2931;15;leute;2;2
2931;15;lichter;2;2
2931;15;lampen;2;2
2931;15;laternen;2;2
2931;15;straße;2;2
2931;15;weg;2;2
2931;15;laufen;2;2
2931;15;bunt;3;2
2931;15;düster;3;3
2931;15;bäume;2;2
2931;15;allee;2;2
2931;15;paris;2;2
2931;15;frankreich;2;2
2931;15;feierabend;2;2
2931;15;gemälde;2;2
2931;16;rot;2;2
2931;16;weiß;2;2
2931;16;schwarz;2;2
2931;16;feuer;2;2
2931;16;orange;1;1
2931;16;wut;3;3
2931;16;lodernd;2;3
2931;16;blumen;2;2
2931;16;ranken;2;2
2931;16;schwarzweiß;2;2
2931;16;bunt;2;2
2931;16;schatten;2;2
2931;17;sonnenunteergang;2;2
2931;17;sonne;2;2
2931;17;meer;2;2
2931;17;wasser;2;2
2931;17;segelschiff;2;2
2931;17;segel;2;2
2931;17;schiff;2;2
2931;17;boot;2;2
2931;17;ferne;2;2
2931;17;horizont;2;2
2931;17;abend;2;2
2931;18;bäume;2;2
2931;18;spiegelung;2;2
2931;18;wasser;2;2
2931;18;teich;2;2
2931;18;tümpel;2;2
2931;18;weiher;2;2
2931;18;rund;2;2
2931;18;orange;2;2
2931;18;braun;2;2
2931;18;grün;2;2
2981;1;Geordnet;3;2
2981;1;Gerichtet;2;2
2981;1;Ruhig;3;3
2981;1;Gelassen;3;3
2981;2;Melancholisch;3;3
2981;2;Träumerisch;3;3
2981;2;verliebt;3;3
2981;2;hoffnungsvoll;3;3
2981;2;vorfreude;2;3
2981;4;zufrieden;3;3
2981;4;glücklich;3;3
2981;4;friedlich;3;3
2981;4;ruhig;3;3
2981;4;gelassen;3;3
2981;4;gemeinschaftlich;3;3
2981;5;düster;3;3
2981;5;einsam;3;3
2981;5;alleine;2;2
2981;5;friedlich;3;3
2981;5;ruhe;3;3
2981;5;kokon;2;2
2981;5;glücklich;3;3
2981;5;freude;3;3
2981;6;unzufrieden;3;3
2981;6;panisch;3;3
2981;6;unglücklich;3;3
2981;7;leer;2;3
2981;7;traurig;3;3
2981;7;apathisch;3;3
2981;7;unverbunden;3;3
2981;7;unglücklich;3;3
2981;7;losgelöst;3;3
2981;7;unzufrieden;3;3
2981;8;ordentlich;3;3
2981;8;ruhig;3;3
2981;8;zufrieden;3;3
2981;8;bescheiden;3;3
2981;8;einsam;3;3
2981;8;erfolge;2;3
2981;8;eingeschlossen;2;2
2981;9;hoffnungsvoll;3;3
2981;9;glücklich;3;3
2981;9;zufrieden;3;3
2981;9;aufgeregt;3;3
2981;9;verliebt;3;3
2981;9;unsicher;3;3
2981;10;ausgeschlossen;2;3
2981;10;nervös;3;3
2981;10;unwissend;3;3
2981;10;freudig;3;3
2981;11;alleine;3;3
2981;11;gezwungen;3;3
2981;11;unzufrieden;3;3
2981;11;gedrängt;3;3
2981;12;glücklich;3;3
2981;12;Frühlingsgefühl;2;3
2981;12;Gelassen;2;3
2981;12;ruhig;3;3
2981;12;selbstsicher;3;3
2981;13;sehnsucht;3;3
2981;13;träumen;3;3
2981;13;einsam;3;3
2981;14;abgelegen;3;2
2981;14;chaotisch;3;3
2981;14;hektisch;2;3
2981;14;wild;3;3
2981;15;traurig;3;3
2981;15;einsam;3;3
2981;15;endlich;2;2
2981;15;alleine;3;3
2981;15;fertig;2;2
2981;16;düster;3;3
2981;16;böse;3;3
2981;16;täuschend;2;3
2981;16;unzufrieden;3;3
2981;16;nervös;3;3
2981;16;ruhig;3;3
2981;17;friedlich;3;3
2981;17;zufrieden;3;3
2981;17;abschluss;2;2
2981;17;zukunft;2;2
2981;17;glücklich;3;3
2981;17;gelassen;3;3
2981;17;ruhig;3;3
2981;18;tod;2;2
2981;18;traurig;3;3
2981;18;endlich;2;2
2981;18;sterben;2;2
2981;18;alleine;3;3
2981;18;ausgeschlossen;2;3
3081;1;unzufrieden;3;3
3081;1;nachdenklich;3;3
3081;1;verspottet;3;3
3081;1;Hoffnung;3;3
3081;1;Besserung;2;3
3081;1;Gefühle;2;3
3081;1;Angst;3;3
3081;1;Abstand;2;3
3081;2;Mischung;2;2
3081;2;Gefühle;2;3
3081;2;Liebe;3;3
3081;2;verspielt;3;3
3081;2;traum;3;3
3081;2;einsam;3;3
3081;2;verliebt;3;3
3081;2;verspannt;3;3
3081;4;schön;3;3
3081;4;herrlich;3;3
3081;4;wundervoll;3;3
3081;4;Ausgelassenheit;3;3
3081;4;ruhe;3;3
3081;4;heiterkeit;3;3
3081;4;beglückt;3;3
3081;4;frieden;3;3
3081;4;besinnlich;3;3
3081;4;entspannt;3;3
3081;4;fröhlich;3;3
3081;4;verspielt;3;3
3081;4;orientiert;3;2
3081;4;allein;3;3
3081;4;verlassen;3;3
3081;4;gemütlich;3;3
3081;4;positv;3;3
3081;4;motivieren;3;3
3081;4;aufbauend;3;3
3081;4;glücklich;3;3
3081;4;spannend;3;3
3081;4;angespannt;3;3
3081;4;negativ;3;3
3081;4;einsam;3;3
3081;4;deprimierend;3;3
3081;4;traurig;3;3
3081;4;aufgregend;3;3
3081;4;nachdenklich;3;3
3081;4;verträumt;3;3
3081;4;verschlafen;3;3
3081;4;schlaflos;3;3
3081;4;warm;3;3
3081;4;kalt;3;3
3081;4;leise;3;2
3081;4;laut;3;3
3081;4;erwärmend;3;3
3081;4;erfirschend;3;3
3081;4;erholsam;3;3
3081;4;merkwürdig;3;3
3081;4;kühl;3;3
3081;4;cool;3;3
3081;4;vorsichtig;3;3
3081;4;beängstigend;3;3
3081;4;einfühlsam;3;3
3081;4;abenteuerlich;3;3
3081;4;harmonisch;3;3
3081;4;unantastbar;3;3
3081;4;unerreichbar;3;3
3081;4;still;3;3
3081;4;fantastisch;3;3
3081;5;verlassen;3;3
3081;5;einsam;3;3
3081;5;allein;2;2
3081;5;düster;3;3
3081;5;nachdenklich;3;3
3081;5;beängtigend;3;3
3081;5;traurig;3;3
3081;5;dunkel;2;3
3081;5;hell;3;3
3081;5;flüchtend;3;3
3081;5;aufregend;3;3
3081;5;abenteurlich;2;3
3081;5;negativ;3;3
3081;5;aufgewühlt;3;3
3081;5;besorgt;3;3
3081;5;laut;2;3
3081;5;leise;2;3
3081;5;still;3;3
3081;5;verwirrend;2;2
3081;5;unentschlossen;3;3
3081;5;verlaufen;2;3
3081;5;ansteckend;2;3
3081;5;anstrengend;3;3
3081;5;motivierend;3;3
3081;6;komisch;3;2
3081;6;verwirrend;3;3
3081;6;freudig;3;3
3081;6;freudevoll;3;3
3081;6;fröhlich;3;3
3081;6;spannend;3;3
3081;6;magsich;3;3
3081;6;verspielt;3;3
3081;6;postiv;3;3
3081;6;negativ;3;3
3081;6;neutral;3;2
3081;7;glücklich;3;3
3081;7;einfühlsam;3;3
3081;7;hell;3;3
3081;7;warm;3;3
3081;7;aufblühend;3;3
3081;7;nachdenklich;3;3
3081;7;unsicher;3;3
3081;7;vertraut;3;3
3081;7;verwirrend;3;3
3081;7;verliebt;3;3
3081;7;traurig;3;3
3081;7;betrübt;3;3
3081;7;fröhlich;3;3
3081;7;entspannt;3;3
3081;8;fröhlich;3;3
3081;8;schön;2;2
3081;8;tolle;2;3
3081;8;motivierend;3;3
3081;8;verzaubert;3;3
3081;8;gut;3;3
3081;8;glücklich;3;3
3081;8;magisch;2;3
3081;8;verspielt;3;3
3081;8;unentschlossen;3;3
3081;8;aufblühend;3;3
3081;8;frisch;2;2
3081;8;erfrischend;3;3
3081;8;leise;2;3
3081;8;positiv;3;3
3081;8;verwirrend;3;3
3081;9;verwirrend;3;3
3081;9;komisch;2;3
3081;9;verspielt;2;2
3081;9;traurig;3;3
3081;9;verliebt;3;3
3081;10;verliebt;3;3
3081;10;unaufhaltbar;3;3
3081;10;rosig;2;2
3081;10;gemütlich;3;3
3081;10;warm;3;3
3081;10;angenehm;3;3
3081;10;glücklich;3;3
3081;10;gesellig;3;3
3081;10;motivierend;3;3
3081;10;aufbauend;3;3
3081;10;zielstrebig;3;3
3081;11;laut;2;3
3081;11;verlassen;3;3
3081;11;beängstigend;3;3
3081;11;negativ;3;3
3081;11;angespannt;3;3
3081;11;nachdenklich;3;3
3081;11;unsicher;2;3
3081;11;bedrohlich;3;3
3081;11;ansteckend;3;3
3081;11;allein;3;3
3081;11;gesellig;3;3
3081;11;einsam;3;3
3081;12;verspielt;3;3
3081;12;aufregend;3;3
3081;12;verrückt;3;2
3081;12;ungewiss;3;3
3081;12;merkwürdig;3;3
3081;12;komisch;3;3
3081;12;gemischt;2;2
3081;12;düster;3;3
3081;12;dunkel;3;3
3081;12;traurig;3;3
3081;12;deprimierend;3;3
3081;12;still;3;3
3081;13;Allein;3;3
3081;13;einsam;3;3
3081;13;warm;3;3
3081;13;verlassen;3;3
3081;13;entspannt;3;3
3081;13;aufregend;3;3
3081;13;nachdenklich;3;3
3081;14;entspannt;3;3
3081;14;verwirrend;3;3
3081;14;kühl;3;3
3081;14;kalt;3;3
3081;14;unsicher;3;3
3081;14;deprimierend;3;3
3081;14;komisch;2;2
3081;14;ruhig;3;3
3081;14;leise;2;3
3081;14;nachdenklich;3;3
3081;14;negativ;3;3
3081;14;neutral;3;2
3081;14;allein;3;3
3081;14;einsam;3;3
3081;14;aufregend;3;3
3081;15;nachdenklich;3;3
3081;15;einsam;3;3
3081;15;ruhig;3;3
3081;15;verlassen;3;3
3081;15;allein;3;3
3081;15;düster;3;3
3081;15;dunkel;3;3
3081;15;still;3;3
3081;15;deprimierend;3;3
3081;15;hilflos;3;3
3081;15;kalt;3;3
3081;15;verwirrend;3;2
3081;15;bedenklich;3;3
3081;15;behutsam;3;3
3081;15;aufregend;3;3
3081;15;negativ;3;3
3081;16;fröhlich;3;3
3081;16;nachdenklich;3;3
3081;16;aufbauend;3;3
3081;16;motivierend;3;3
3081;16;glücklich;3;3
3081;16;rosig;3;2
3081;16;heiter;3;3
3081;16;warm;3;3
3081;16;positiv;3;2
3081;16;ungewiss;3;3
3081;17;düster;3;3
3081;17;traurig;3;3
3081;17;verlassen;3;3
3081;17;einsam;3;3
3081;17;allein;3;3
3081;17;ruhig;3;3
3081;17;leise;2;2
3081;17;wütend;3;3
3081;17;emotional;3;3
3081;17;aufbrausend;3;3
3081;17;fesselnd;2;2
3081;17;ängstlich;3;3
3081;17;beängstigend;3;3
3081;17;vertraut;3;3
3081;17;erniedrigend;2;3
3081;17;nachdenklich;3;3
3081;17;aufregend;3;3
3081;17;dunkel;3;3
3081;18;düster;3;3
3081;18;dunkel;3;3
3081;18;komisch;2;3
3081;18;negativ;3;3
3081;18;verlassen;3;3
3081;18;verwirrend;3;3
3081;18;aufblühend;3;3
3081;18;hell;3;3
3081;18;motivierend;3;3
3081;18;aufbauend;3;3
3081;18;leise;3;3
3081;18;laut;2;3
3081;18;neutral;3;2
3081;18;positv;3;3
3111;1;düster;3;3
3111;1;vereinnahmend;2;3
3111;2;lebendig;3;3
3111;2;farbenfroh;3;2
3111;2;bunt;2;2
3111;2;verträumt;3;3
3111;4;beruhigend;3;3
3111;4;still;3;3
3111;4;entschleunigend;3;3
3111;4;friedlich;3;3
3111;5;fremd;3;3
3111;5;beengend;3;3
3111;5;einsam;3;3
3111;6;bedrängend;3;3
3111;6;bunt;2;2
3111;6;erdrückend;3;3
3111;6;überfüllt;3;3
3111;7;vertraut;3;3
3111;7;geborgen;3;3
3111;7;angenommen;2;2
3111;8;trist;3;3
3111;8;zerreißend;3;3
3111;8;düster;3;3
3111;8;traurig;3;3
3111;9;lebendig;3;3
3111;9;ruhig;3;3
3111;9;friedlich;3;3
3111;9;tröstend;3;3
3111;9;beruhigend;3;3
3111;10;bedrohlich;3;3
3111;10;fremd;3;3
3111;10;fantasievoll;3;3
3111;11;ziellos;3;3
3111;11;unbekannt;3;1
3111;12;ängstlich;3;3
3111;12;verzweifelt;3;3
3111;12;fremd;2;2
3111;13;einsam;3;3
3111;13;leer;2;2
3111;13;unwirklich;3;3
3111;14;still;3;3
3111;14;traurig;3;3
3111;14;einsam;3;3
3111;15;friedlich;3;3
3111;15;ruhig;3;3
3111;16;gefährlich;3;3
3111;16;lockend;3;3
3111;17;friedlich;3;3
3111;17;ehrfürchtig;3;3
3111;17;still;3;3
3111;17;beeindruckend;3;3
3111;17;hypnotisierend;3;3
3111;17;verweilend;3;3
3111;18;fremd;3;3
3111;18;unwirklich;3;3
3111;18;düster;3;3
3111;18;beklemmend;3;3
